gene	earlyCount	lateCount	pVal	pVal.adj	percentChange	logChange	plotScore	geneLabel
PAK4	29	1	0.03156425628245632	0.4755276609937747	-84.50877441937467	2.6904768081423343	0.7433302262516821	
ERN1	142	19	0.03208759197389427	0.48279294914882404	-39.88968102165808	0.7343154190758587	0.7281673939482015	
HSPBP1	96	11	0.0328942808519236	0.4924085277591773	-48.523948331047094	0.958026695098621	0.708446566058246	
INTS12	30	1	0.03298233414985721	0.4924719295997104	-85.02514860539551	2.7393864086232806	0.7083178157309408	
AKT1S1	30	1	0.03298233414985721	0.4924719295997104	-85.02514860539551	2.7393864086232806	0.7083178157309408	
THAP4	58	5	0.033127489310040864	0.4933854586594299	-61.27193604843669	1.3685487132549718	0.7064645470288617	
SGTA	76	8	0.034281329503748056	0.49428208956876496	-52.71099559598586	1.0804233264583476	0.7046488932549518	
DUSP16	119	15	0.03338270175285109	0.49428208956876496	-43.37241069267213	0.8204229807141872	0.7046488932549518	
APBA3	76	8	0.034281329503748056	0.49428208956876496	-52.71099559598586	1.0804233264583476	0.7046488932549518	
CCNL2	553	99	0.033637940729875304	0.49428208956876496	-19.574487085035603	0.3142748631698593	0.7046488932549518	
CAPN15	76	8	0.034281329503748056	0.49428208956876496	-52.71099559598586	1.0804233264583476	0.7046488932549518	
ARL3	77	8	0.03458024885545838	0.49759093591405756	-53.3251385103237	1.0992823537096637	0.6979769533298711	
MED16	50	4	0.03464324534621319	0.4976684303952949	-64.06035665294925	1.4763520027894868	0.6978212261214323	
FCHSD2	597	108	0.03636160794442451	0.4987216462438443	-18.729449717724414	0.29919543211609834	0.695707162030468	
EIF3B	44	3	0.03616604004389736	0.4987216462438443	-69.36962214739991	1.7069649309309032	0.695707162030468	
LRRC1	36	2	0.03497313775844017	0.4987216462438443	-75.04191434232587	2.0024208144570745	0.695707162030468	
STAU2	145	20	0.03499594545817048	0.4987216462438443	-38.035097677498705	0.6904768081423343	0.695707162030468	
CCDC84	37	2	0.03586466455281601	0.4987216462438443	-75.71645719793868	2.041949178643712	0.695707162030468	
LOC101927018	51	4	0.03502929421410162	0.4987216462438443	-64.76505554210709	1.5049211549862576	0.695707162030468	
TNFSF12	37	2	0.03586294503680057	0.4987216462438443	-75.71645719793868	2.041949178643712	0.695707162030468	
DAG1	146	20	0.03501127850151123	0.4987216462438443	-38.45951481669391	0.7003922770074169	0.695707162030468	
KIFC1	123	16	0.036993014954767305	0.5054708357365937	-41.561555533250804	0.7750103183540019	0.6822649360799464	
BICRA	124	16	0.03735739332593937	0.5098568280756255	-42.03283331120847	0.7866921234016373	0.6736253219390809	
HECW2	69	7	0.037738436906759064	0.5138636988312002	-54.42436532076896	1.133665347735327	0.6657972260639138	
KMT2A	211	32	0.03799396860178819	0.5155509527016316	-31.867974697534112	0.5535950017219473	0.6625191390873313	
BISPR	70	7	0.038122020636551804	0.516065096522003	-55.07544581618655	1.1544239079021246	0.6615223654071861	
PTOV1	70	7	0.03812359416233477	0.516065096522003	-55.07544581618655	1.1544239079021246	0.6615223654071861	
VRK3	262	42	0.038163608959035034	0.516065096522003	-27.98353909465021	0.4736013917734523	0.6615223654071861	
INTS11	247	39	0.03902083777877104	0.5258415880026818	-29.06649339397878	0.49546082573719147	0.6427552750962595	
CEPT1	148	21	0.04668360326545505	0.5281927534655675	-36.255700144589035	0.6496317558649516	0.6382939985135423	
NOMO1	26	1	0.04685791055681852	0.5281927534655675	-82.7213253139179	2.532935531155854	0.6382939985135423	
NARFL	306	51	0.047285974504845125	0.5281927534655675	-25.125743026977588	0.41745831373591813	0.6382939985135423	
ZNF16	116	15	0.0417869238598818	0.5281927534655675	-41.90790407265503	0.7835862125338156	0.6382939985135423	
RNF31	56	5	0.04545782290885111	0.5281927534655675	-59.88879090730942	1.317922640185004	0.6382939985135423	
LINC02328	93	11	0.04201116954105829	0.5281927534655675	-46.863430535274425	0.9122230054854962	0.6382939985135423	
MAPKBP1	27	1	0.047594130502785735	0.5281927534655675	-83.36127622821724	2.5873833151782306	0.6382939985135423	
IQGAP1	329	55	0.04089418025966835	0.5281927534655675	-24.898161698792116	0.41307987322534384	0.6382939985135423	
TBCD	209	32	0.04544856251614207	0.5281927534655675	-31.21599359416124	0.5398549450956449	0.6382939985135423	
ZGPAT	534	96	0.03964674201683909	0.5281927534655675	-19.236756523481453	0.30822924398116	0.6382939985135423	
YEATS2	63	6	0.041798199830906206	0.5281927534655675	-57.214710301130054	1.2248132357935224	0.6382939985135423	
TRMT11	62	6	0.041297012856347314	0.5281927534655675	-56.52462498340635	1.2017296226804812	0.6382939985135423	
RPS10-NUDT3	231	36	0.039663971626298214	0.5281927534655675	-29.98770776548554	0.5143198529885071	0.6382939985135423	
SMG7	93	11	0.04201116954105829	0.5281927534655675	-46.863430535274425	0.9122230054854962	0.6382939985135423	
LOC101927895	55	5	0.04479923666906139	0.5281927534655675	-59.159496196533226	1.2919274316520595	0.6382939985135423	
NUMA1	183	27	0.04007136117901075	0.5281927534655675	-33.71787087634081	0.5933081491353359	0.6382939985135423	
NOP2	55	5	0.04479910181415716	0.5281927534655675	-59.159496196533226	1.2919274316520595	0.6382939985135423	
TOP1MT	75	8	0.045819094858169006	0.5281927534655675	-52.080475537265656	1.061314503510643	0.6382939985135423	
SLAMF6	94	11	0.042634118814746366	0.5281927534655675	-47.42871318915448	0.9276530460551022	0.6382939985135423	
SP100	108	14	0.04712720773701532	0.5281927534655675	-41.76446679876035	0.7800283931206264	0.6382939985135423	
IQCE	26	1	0.04685791055681852	0.5281927534655675	-82.7213253139179	2.532935531155854	0.6382939985135423	
CDC34	26	1	0.04685791055681852	0.5281927534655675	-82.7213253139179	2.532935531155854	0.6382939985135423	
ING5	108	14	0.04712720773701532	0.5281927534655675	-41.76446679876035	0.7800283931206264	0.6382939985135423	
CLINT1	55	5	0.04479910181415716	0.5281927534655675	-59.159496196533226	1.2919274316520595	0.6382939985135423	
LOC101928140	27	1	0.04759331282692563	0.5281927534655675	-83.36127622821724	2.5873833151782306	0.6382939985135423	
PUF60	55	5	0.04479910181415716	0.5281927534655675	-59.159496196533226	1.2919274316520595	0.6382939985135423	
SLC9A3R1	26	1	0.04685791055681852	0.5281927534655675	-82.7213253139179	2.532935531155854	0.6382939985135423	
STAP1	26	1	0.04685791055681852	0.5281927534655675	-82.7213253139179	2.532935531155854	0.6382939985135423	
SH2D3C	55	5	0.04479910181415716	0.5281927534655675	-59.159496196533226	1.2919274316520595	0.6382939985135423	
NAPSB	26	1	0.04685791055681852	0.5281927534655675	-82.7213253139179	2.532935531155854	0.6382939985135423	
GFER	26	1	0.04685791055681852	0.5281927534655675	-82.7213253139179	2.532935531155854	0.6382939985135423	
UPF3A	27	1	0.047594130502785735	0.5281927534655675	-83.36127622821724	2.5873833151782306	0.6382939985135423	
SBNO1	163	24	0.0477329498696825	0.529160277281735	-33.85341715266733	0.5962614665246836	0.6364639113845139	
PIK3C2A	98	12	0.047901962691025625	0.5300338640134107	-44.990341815738645	0.8622431564088142	0.6348143801122017	
LIN9	98	12	0.047901962691025625	0.5300338640134107	-44.990341815738645	0.8622431564088142	0.6348143801122017	
LMNA	48	4	0.047958150440242604	0.5301563742458051	-62.562871513488794	1.4174583137359185	0.6345832702066043	
ARID2	165	24	0.0480084201660926	0.5302132945223254	-34.65519391445318	0.6138555265394217	0.6344759108992769	
TALDO1	180	27	0.04814114485148882	0.531179899671216	-32.61316872427983	0.569461407180968	0.6326545210102112	
PHF20	197	30	0.04826306497562297	0.5320255877378476	-31.586973324141958	0.5476570368626199	0.6310636935455352	
ZNF83	136	19	0.048732364649518634	0.5366954236143331	-37.23775518437828	0.6720311408215159	0.6223245267327957	
ELL2	41	3	0.050256068816365275	0.5488292747843848	-67.12837498745358	1.6050853169116894	0.5999678607271558	
MED14	33	2	0.05048762307934217	0.5488292747843848	-72.7729974643555	1.8768899323732156	0.5999678607271558	
SPART	33	2	0.05048762307934217	0.5488292747843848	-72.7729974643555	1.8768899323732156	0.5999678607271558	
SEC11A	67	7	0.05016724451258684	0.5488292747843848	-53.063898613926256	1.0912300814149303	0.5999678607271558	
ZNF346	40	3	0.05023057858182189	0.5488292747843848	-66.30658436213992	1.569461407180968	0.5999678607271558	
PFDN2	33	2	0.05048762307934217	0.5488292747843848	-72.7729974643555	1.8768899323732156	0.5999678607271558	
LOC101928166	40	3	0.05023057858182189	0.5488292747843848	-66.30658436213992	1.569461407180968	0.5999678607271558	
SLFN11	33	2	0.05048762307934217	0.5488292747843848	-72.7729974643555	1.8768899323732156	0.5999678607271558	
GCDH	33	2	0.05048799642940346	0.5488292747843848	-72.7729974643555	1.8768899323732156	0.5999678607271558	
ZBTB45	41	3	0.050256068816365275	0.5488292747843848	-67.12837498745358	1.6050853169116894	0.5999678607271558	
BTN3A1	33	2	0.05048762307934217	0.5488292747843848	-72.7729974643555	1.8768899323732156	0.5999678607271558	
MBIP	34	2	0.050739637408615285	0.5490253031202931	-73.57379165658034	1.9199586542651015	0.5996107490623928	
KIF4A	34	2	0.050739637408615285	0.5490253031202931	-73.57379165658034	1.9199586542651015	0.5996107490623928	
ITPKC	42	3	0.05145891628842788	0.5547648856012074	-67.91103272584755	1.6398507350723663	0.5892108845394232	
HLA-DPA1	42	3	0.05145872573482314	0.5547648856012074	-67.91103272584755	1.6398507350723663	0.5892108845394232	
EMBP1	42	3	0.05145891628842788	0.5547648856012074	-67.91103272584755	1.6398507350723663	0.5892108845394232	
SMG6	935	180	0.05302542171737306	0.5584185529296816	-13.514227239717428	0.20946527146008623	0.5826465029253133	
SCMH1	79	9	0.052967804455938766	0.5584185529296816	-48.82012814502265	0.9663515597495526	0.5826465029253133	
TCF20	298	50	0.05263941943678495	0.5584185529296816	-24.623231235212355	0.40780814370219914	0.5826465029253133	
EHMT2	113	15	0.05221514950663354	0.5584185529296816	-40.365636039185695	0.7457841798214312	0.5826465029253133	
GPRIN3	79	9	0.052967804455938766	0.5584185529296816	-48.82012814502265	0.9663515597495526	0.5826465029253133	
ARRB2	35	2	0.052440961265458094	0.5584185529296816	-74.32882618067804	1.9617788299597287	0.5826465029253133	
LTBP4	35	2	0.052440961265458094	0.5584185529296816	-74.32882618067804	1.9617788299597287	0.5826465029253133	
ATAD3A	78	9	0.0526755091272819	0.5584185529296816	-48.16397594175372	0.9479730304346982	0.5826465029253133	
DCP1B	35	2	0.052440961265458094	0.5584185529296816	-74.32882618067804	1.9617788299597287	0.5826465029253133	
NMT1	101	13	0.053282085835853026	0.5590337416581329	-42.17631639707181	0.7902675776254648	0.581545446900673	
GYS1	90	11	0.053597007613451444	0.5618362501923888	-45.092211553116904	0.8649172907071395	0.5765448413092957	
PRKCB	206	32	0.05379052008745036	0.5628039203544493	-30.21428476300824	0.5189963401979806	0.5748239879622387	
EIF3L	157	23	0.053997259744284244	0.5640193771156304	-34.186958838999416	0.6035546058493763	0.5726666714862549	
SP1	324	55	0.0542027483710329	0.5656629627957439	-23.739182712662362	0.39098610237472725	0.5697568502351994	
SLC12A6	173	26	0.05437716481225848	0.5662081926331478	-32.4833289723035	0.5666843225103948	0.56879343690505	
FLYWCH1	158	23	0.0543132289326002	0.5662081926331478	-34.603497074195616	0.612714605134852	0.56879343690505	
AXIN1	225	36	0.05515872500626106	0.5712110356128487	-28.12071330589849	0.47635200278948686	0.5599965480928868	
SEPT2	226	36	0.05526323502816968	0.5712110356128487	-28.43876324702283	0.4827497739876375	0.5599965480928868	
GPN1	59	6	0.05530861457797452	0.5712110356128487	-54.31401269442701	1.1301763616554472	0.5599965480928868	
PML	59	6	0.05530861457797452	0.5712110356128487	-54.31401269442701	1.1301763616554472	0.5599965480928868	
PIP4K2B	59	6	0.05530861457797452	0.5712110356128487	-54.31401269442701	1.1301763616554472	0.5599965480928868	
PTK2B	59	6	0.05530861457797452	0.5712110356128487	-54.31401269442701	1.1301763616554472	0.5599965480928868	
LRRC24	61	6	0.056435783044230005	0.5761745321917869	-55.81191391756055	1.1782706498564923	0.5513446569062718	
CNOT6	211	33	0.056790144071224534	0.5792890477265273	-29.738848906832054	0.5092008823634939	0.5459537071060493	
NR3C1	145	21	0.056915312749233164	0.5800623071259662	-34.93685256137364	0.6200874802509364	0.5446197551321881	
LMAN2	118	16	0.0574710064847004	0.5831967160636568	-39.08535025923601	0.7151388623766033	0.5392307291957632	
CSGALNACT1	118	16	0.0574710064847004	0.5831967160636568	-39.08535025923601	0.7151388623766033	0.5392307291957632	
SLC3A2	195	30	0.05772269460130501	0.5847408484999441	-30.885301255671628	0.5329355311558543	0.5365865239183076	
WDR90	177	27	0.05770712590947745	0.5847408484999441	-31.471019041640506	0.5452138609342908	0.5365865239183076	
MCM3AP	162	24	0.057834633925018565	0.5853701836803559	-33.44510491286897	0.5873833151782306	0.5355108392631128	
IL6R	71	8	0.05901518920892812	0.5937392880086595	-49.38078401823838	0.9822429325194443	0.5213149650446048	
NCKAP1L	214	34	0.059172639044399136	0.593889067169898	-28.624540081791732	0.4864999581655699	0.5210627326667243	
ZC3H3	214	34	0.059172639044399136	0.593889067169898	-28.624540081791732	0.4864999581655699	0.5210627326667243	
C1orf159	336	58	0.059374577723011635	0.5948087492098123	-22.451662420798222	0.36683224066595027	0.5195153550056449	
FNBP1	604	112	0.059691342190510914	0.5974727104605568	-16.696190917432013	0.26354563028223676	0.5150466690888695	
OPA3	83	10	0.060461182252749046	0.6014356228539945	-45.87403110383922	0.8856071494743246	0.5084357769694308	
EDEM3	83	10	0.060461182252749046	0.6014356228539945	-45.87403110383922	0.8856071494743246	0.5084357769694308	
TIMELESS	95	12	0.06045521749850414	0.6014356228539945	-43.25319471518302	0.8173889206245537	0.5084357769694308	
GLE1	198	31	0.060332344400741665	0.6014356228539945	-29.663576782918348	0.5076561227074965	0.5084357769694308	
FAM241A	52	5	0.060665446797029836	0.6015862154530781	-56.803313284794775	1.211007436268492	0.5081854197521717	
SNX2	52	5	0.060665446797029836	0.6015862154530781	-56.803313284794775	1.211007436268492	0.5081854197521717	
MKL1	296	50	0.060764212112383795	0.6020575518824806	-24.113928743558375	0.39809298886898725	0.5074022371091246	
GFOD2	84	10	0.06102788835534803	0.6031444205750166	-46.51838787641257	0.9028851409061601	0.5055986074901668	
GIMAP1-GIMAP5	84	10	0.06102641932654621	0.6031444205750166	-46.51838787641257	0.9028851409061601	0.5055986074901668	
CD27-AS1	84	10	0.06102748992919918	0.6031444205750166	-46.51838787641257	0.9028851409061601	0.5055986074901668	
EIF4B	96	12	0.06117250244896277	0.6040656103174467	-43.844307270233195	0.8324958130147622	0.5040724605933486	
R3HDM4	167	25	0.061784010543668215	0.608728190694531	-32.747673377524784	0.5723439157140897	0.4963834316016045	
R3HDM2	391	69	0.06192760384834486	0.608728190694531	-20.721374969740985	0.3349961535439453	0.4963834316016045	
AP2A1	366	64	0.061707502922154364	0.608728190694531	-21.44340252010764	0.3481956512988045	0.4963834316016045	
MDC1-AS1	54	5	0.062150718008182525	0.608728190694531	-58.40319057054312	1.2654552202908684	0.4963834316016045	
ZNF277	54	5	0.062154831176663115	0.608728190694531	-58.40319057054312	1.2654552202908684	0.4963834316016045	
TAPBPL	54	5	0.062154831176663115	0.608728190694531	-58.40319057054312	1.2654552202908684	0.4963834316016045	
GOLPH3L	153	23	0.07911925156166777	0.6088897778613483	-32.466356455705274	0.566321699650401	0.49611801638609554	
SENP1	128	18	0.06844346508902942	0.6088897778613483	-36.824845679012334	0.6625708115724496	0.49611801638609554	
NPRL3	193	31	0.08427323259190102	0.6088897778613483	-27.84138965294214	0.47075653989596733	0.49611801638609554	
HAGH	204	32	0.06392716971549912	0.6088897778613483	-29.530111084214205	0.5049211549862577	0.49611801638609554	
SKAP1	431	78	0.07600012824108272	0.6088897778613483	-18.69802259077845	0.29863765324161184	0.49611801638609554	
KANSL1	355	63	0.08789256892878104	0.6088897778613483	-20.274734828725432	0.32689110390689	0.49611801638609554	
BCL2	129	19	0.08914700425868044	0.6088897778613483	-33.83205197732904	0.5957955549944307	0.49611801638609554	
EPS15L1	92	12	0.07614130126453827	0.6088897778613483	-41.40275541241725	0.7710952683506188	0.49611801638609554	
LPIN1	25	1	0.07174046593379861	0.6088897778613483	-82.03017832647463	2.4763520027894868	0.49611801638609554	
GPD2	85	11	0.08652380321701063	0.6088897778613483	-41.86234164447672	0.7824551305151666	0.49611801638609554	
USP37	217	35	0.07310277140491864	0.6088897778613483	-27.541041639010572	0.46476402851427484	0.49611801638609554	
CAD	175	27	0.06902191404923305	0.6088897778613483	-30.68783068783068	0.5288194226836223	0.49611801638609554	
PRPF6	432	79	0.08684830046942095	0.6088897778613483	-17.846301376822638	0.28360256700112774	0.49611801638609554	
PI4KA	228	37	0.06779659652574675	0.6088897778613483	-27.09611821047818	0.455932461550554	0.49611801638609554	
UBXN7	82	10	0.07862082525092251	0.6088897778613483	-45.21395831242263	0.8681197227454834	0.49611801638609554	
SHISA5	61	7	0.0866643441718684	0.6088897778613483	-48.447232903820634	0.9558782285200442	0.49611801638609554	
FYB1	240	40	0.07626863021893708	0.6088897778613483	-25.1257430269776	0.4174583137359184	0.49611801638609554	
CMAHP	58	6	0.07422379738654887	0.6088897778613483	-53.52632325812402	1.105514307421178	0.49611801638609554	
HSF1	648	122	0.06946081220224798	0.6088897778613483	-15.41982082677099	0.24160847833650065	0.49611801638609554	
UHRF2	64	7	0.0659957883023971	0.6088897778613483	-50.86376886145404	1.0251408909571578	0.49611801638609554	
ITPKB	140	21	0.08375021348557501	0.6088897778613483	-32.613168724279845	0.5694614071809683	0.49611801638609554	
ADAR	173	27	0.08235543323137973	0.6088897778613483	-29.8865339327767	0.5122365384880181	0.49611801638609554	
